QuestionId	AnswerId	Score1	Score2
5	12579	2	1
5	11701	2	0
5	11647	1	0
5	12200	2	0
5	11052	2	1
5	10983	2	0
5	12534	2	0
5	11547	1	0
5	11888	2	0
5	12145	1	0
5	12295	1	0
5	11746	2	0
5	11513	2	1
5	12424	1	0
5	11531	2	0
5	11557	1	0
5	12180	1	0
5	12723	2	0
5	11922	2	0
5	11189	1	0
5	12734	1	1
5	12303	2	0
5	11899	2	0
5	12102	1	0
5	12026	1	0
5	11187	2	1
5	11605	2	0
5	11607	1	1
5	11287	1	0
5	12628	2	0
5	12340	2	0
5	12300	2	0
5	11404	2	0
5	11632	2	0
5	11107	1	0
5	11353	1	0
5	11454	2	0
5	12244	2	1
5	11328	1	1
5	11971	2	2
5	12459	1	0
5	11943	2	0
5	11705	1	0
5	12098	2	1
5	11199	2	0
5	12463	1	0
5	11524	1	1
5	12329	2	3
5	12072	1	1
5	12133	1	0
5	11325	2	0
5	11400	2	1
5	11551	2	0
5	12158	2	0
5	11731	2	2
5	12310	2	0
5	12502	1	0
5	11455	2	1
5	12717	2	0
5	12745	2	0
5	12010	2	0
5	12447	1	1
5	11910	2	1
5	12397	1	0
5	12457	1	1
5	11296	1	1
5	12222	2	0
5	11331	2	0
5	11511	1	1
5	11836	1	0
5	11084	2	0
5	12605	2	1
5	11389	1	0
5	12009	2	0
5	11182	1	0
5	12470	2	0
5	11035	2	1
5	11621	2	1
5	11844	1	0
5	12394	2	3
5	11509	1	0
5	12266	1	0
5	11972	2	1
5	12544	2	0
5	12760	2	0
5	11362	2	0
5	11911	1	0
5	10990	2	0
5	11799	2	0
5	11684	2	0
5	11386	2	1
5	11180	1	0
5	12405	2	0
5	11627	2	0
5	12568	1	0
5	11007	2	0
5	12543	2	1
5	11483	2	0
5	11206	2	0
5	12212	1	0
5	11530	1	0
5	11937	2	1
5	11214	2	1
5	12037	2	0
5	12313	2	0
5	12036	1	0
5	11074	1	0
5	12539	1	1
5	12479	2	0
5	11431	1	0
5	11134	1	1
5	12713	2	0
5	12484	2	0
5	11336	2	0
5	12545	1	0
5	11673	2	1
5	11148	2	2
5	10986	2	0
5	11237	1	0
5	11708	2	0
5	11131	1	0
5	12120	2	0
5	11927	1	0
5	12385	1	0
5	11428	2	0
5	11220	1	0
5	11494	2	0
5	12047	2	1
5	11053	1	0
5	12174	1	0
5	11375	2	2
5	12298	2	0
5	11212	1	1
5	11059	1	1
5	11152	2	0
5	12012	1	0
5	12060	2	0
5	11136	2	0
5	12140	2	1
5	12513	2	1
5	12708	2	0
5	12715	1	0
5	12280	2	0
5	12006	2	1
5	12592	2	0
5	11229	2	0
5	12384	2	0
5	12040	1	0
5	11686	1	0
5	11588	2	0
5	12296	1	0
5	12215	2	0
5	11663	2	0
5	12321	2	0
5	11065	1	0
5	11917	2	0
5	11900	2	0
5	11275	2	0
5	12636	1	0
5	12019	2	0
5	11282	2	0
5	12373	1	0
5	11130	1	0
